id,key,value,type
65595030,highway,turning_circle,regular
65595104,highway,turning_circle,regular
65595171,highway,traffic_signals,regular
65595171,traffic_signals,signal,regular
65595334,highway,turning_circle,regular
65595336,highway,turning_circle,regular
65595340,highway,turning_circle,regular
65595343,highway,turning_circle,regular
65595353,highway,turning_circle,regular
65595361,highway,turning_circle,regular
65595469,noexit,yes,regular
65595475,junction,roundabout,regular
65596398,highway,turning_circle,regular
65596650,highway,turning_circle,regular
65596668,highway,turning_circle,regular
65596752,noexit,yes,regular
65596783,highway,turning_circle,regular
65597023,highway,turning_circle,regular
65597302,noexit,yes,regular
65597314,highway,turning_circle,regular
65597369,highway,turning_circle,regular
65597375,barrier,gate,regular
65597378,highway,turning_circle,regular
65597581,highway,turning_circle,regular
65597634,highway,turning_circle,regular
65597707,highway,traffic_signals,regular
65597780,highway,turning_circle,regular
65597872,highway,turning_circle,regular
65597976,highway,traffic_signals,regular
65597990,highway,traffic_signals,regular
65597994,highway,traffic_signals,regular
65598030,noexit,yes,regular
65598038,highway,traffic_signals,regular
65598263,highway,turning_circle,regular
65598337,highway,turning_circle,regular
65598439,highway,turning_circle,regular
65598481,highway,turning_circle,regular
65598486,highway,turning_circle,regular
65598589,highway,turning_circle,regular
65598661,highway,turning_circle,regular
65598671,highway,turning_circle,regular
65598680,highway,turning_circle,regular
65598794,source,Yahoo,regular
65598794,highway,turning_circle,regular
65598813,highway,turning_circle,regular
65598897,highway,turning_circle,regular
65599011,highway,turning_circle,regular
65599244,highway,turning_circle,regular
65599287,highway,turning_circle,regular
65599361,highway,turning_loop,regular
65599993,highway,turning_circle,regular
65600008,highway,turning_circle,regular
65600218,highway,turning_circle,regular
65600667,highway,turning_circle,regular
65600746,highway,turning_circle,regular
65600753,highway,turning_circle,regular
65601367,highway,turning_circle,regular
65601525,highway,turning_circle,regular
65601579,highway,turning_circle,regular
65601642,highway,turning_circle,regular
65601650,highway,turning_circle,regular
65601743,highway,turning_circle,regular
65601877,highway,turning_circle,regular
65602026,highway,stop,regular
65602137,highway,turning_circle,regular
65602166,highway,turning_circle,regular
65602377,highway,turning_circle,regular
65602577,highway,turning_circle,regular
65602721,highway,turning_circle,regular
65602726,highway,turning_circle,regular
65602922,highway,turning_circle,regular
65602935,highway,turning_circle,regular
65602969,highway,turning_circle,regular
65602978,highway,turning_circle,regular
65603049,highway,turning_circle,regular
65603459,highway,turning_circle,regular
65603759,highway,turning_circle,regular
65603981,highway,turning_circle,regular
65604467,highway,turning_circle,regular
65604509,highway,turning_circle,regular
65604580,source,Yahoo,regular
65604580,highway,turning_circle,regular
65604712,source,Yahoo,regular
65604712,highway,turning_circle,regular
65604804,highway,turning_circle,regular
65604812,highway,turning_circle,regular
65604928,highway,turning_circle,regular
65605005,highway,turning_circle,regular
65605093,highway,turning_circle,regular
65605116,noexit,yes,regular
65605366,highway,turning_circle,regular
65605574,highway,turning_circle,regular
65605690,highway,turning_circle,regular
65605757,highway,turning_circle,regular
65605794,highway,turning_circle,regular
65605841,highway,turning_circle,regular
65606127,highway,turning_circle,regular
65606164,highway,turning_circle,regular
65606270,highway,turning_circle,regular
65606606,highway,traffic_signals,regular
65606682,highway,traffic_signals,regular
65606728,highway,turning_circle,regular
65606771,highway,traffic_signals,regular
65606937,highway,turning_circle,regular
65607125,highway,turning_circle,regular
65607164,highway,turning_circle,regular
65607193,highway,turning_circle,regular
65607212,highway,turning_circle,regular
65607297,highway,turning_circle,regular
65607454,highway,traffic_signals,regular
65607607,highway,turning_circle,regular
65607733,noexit,yes,regular
65607740,highway,turning_circle,regular
65607945,highway,turning_circle,regular
65607963,highway,turning_circle,regular
65608106,noexit,yes,regular
65608519,source,Tiger2009,regular
65608519,STATEFP,06,regular
65608519,highway,turning_circle,regular
65608519,COUNTYFP,085,regular
65608519,Tiger:MTFCC,C3061,regular
65608690,highway,turning_circle,regular
65608800,noexit,yes,regular
65609010,highway,turning_circle,regular
65609648,highway,turning_circle,regular
65609741,highway,turning_circle,regular
65609826,highway,turning_circle,regular
65610065,highway,turning_circle,regular
65610194,highway,turning_circle,regular
65610281,highway,turning_circle,regular
65610305,highway,traffic_signals,regular
65610361,highway,turning_circle,regular
65610574,highway,turning_circle,regular
65610737,highway,turning_circle,regular
65610778,highway,turning_circle,regular
65610901,highway,turning_circle,regular
65611811,highway,turning_circle,regular
65612246,highway,turning_circle,regular
65612281,source,Bing,regular
65612281,highway,turning_circle,regular
65612298,highway,turning_circle,regular
65612431,highway,turning_circle,regular
65612455,highway,turning_circle,regular
65613021,highway,turning_circle,regular
65613033,highway,turning_circle,regular
65613087,highway,turning_circle,regular
65613593,highway,turning_circle,regular
65613603,highway,turning_circle,regular
65613772,highway,traffic_signals,regular
65614297,highway,turning_circle,regular
65614806,highway,turning_circle,regular
65614863,highway,traffic_signals,regular
65615266,highway,turning_circle,regular
65615343,junction,roundabout,regular
65615397,highway,turning_circle,regular
65615482,highway,traffic_signals,regular
65615503,highway,traffic_signals,regular
65615503,sound,yes,traffic_signals
65615505,highway,crossing,regular
65615505,crossing,zebra,regular
65615509,highway,traffic_signals,regular
65615743,highway,turning_circle,regular
65615825,highway,turning_circle,regular
65615943,noexit,yes,regular
65615955,noexit,yes,regular
65615979,highway,turning_circle,regular
65616139,highway,traffic_signals,regular
65616196,highway,traffic_signals,regular
65616251,highway,traffic_signals,regular
65616260,highway,traffic_signals,regular
65616300,highway,traffic_signals,regular
65616309,highway,traffic_signals,regular
65617114,highway,turning_circle,regular
65617760,highway,turning_circle,regular
65617848,source,Yahoo,regular
65617848,highway,turning_circle,regular
65617874,highway,turning_circle,regular
65618142,source,Yahoo,regular
65618142,highway,turning_circle,regular
65618294,highway,turning_circle,regular
65618686,highway,turning_circle,regular
65618814,highway,turning_circle,regular
65620064,highway,turning_circle,regular
65620066,noexit,yes,regular
65620243,highway,turning_circle,regular
65620620,highway,turning_circle,regular
65620787,highway,turning_circle,regular
65620813,highway,turning_circle,regular
65620962,highway,turning_circle,regular
65621563,highway,turning_circle,regular
65621576,highway,turning_circle,regular
65621743,highway,turning_circle,regular
65621748,highway,turning_circle,regular
65622002,highway,turning_circle,regular
65622361,source,bing,regular
65622361,highway,turning_circle,regular
65622428,highway,traffic_signals,regular
65622466,source,Yahoo,regular
65622466,highway,traffic_signals,regular
65622470,source,Yahoo,regular
65622470,highway,traffic_signals,regular
65622482,source,Yahoo,regular
65622482,highway,traffic_signals,regular
65622492,source,Yahoo,regular
65622492,highway,traffic_signals,regular
65622501,highway,traffic_signals,regular
65622506,highway,traffic_signals,regular
65622586,highway,turning_circle,regular
65622630,highway,turning_circle,regular
65622665,source,Tiger2009,regular
65622665,STATEFP,06,regular
65622665,highway,turning_circle,regular
65622665,COUNTYFP,085,regular
65622665,Tiger:MTFCC,C3061,regular
65622885,highway,turning_circle,regular
65623118,highway,turning_circle,regular
65623528,highway,turning_circle,regular
65623630,highway,turning_circle,regular
65624140,highway,turning_circle,regular
65624149,highway,turning_circle,regular
65624410,highway,turning_circle,regular
65624714,highway,traffic_signals,regular
65624732,highway,traffic_signals,regular
65624825,highway,traffic_signals,regular
65624861,highway,turning_circle,regular
65625239,highway,turning_circle,regular
65625361,highway,turning_circle,regular
65625711,highway,turning_circle,regular
65625763,highway,turning_circle,regular
65625844,highway,turning_circle,regular
65626164,highway,turning_circle,regular
65626175,highway,turning_circle,regular
65626253,highway,turning_circle,regular
65626350,highway,turning_circle,regular
65626553,highway,turning_circle,regular
65626558,highway,traffic_signals,regular
65626561,highway,traffic_signals,regular
65626564,highway,traffic_signals,regular
65626723,highway,turning_circle,regular
65626788,source,Yahoo,regular
65626788,highway,turning_circle,regular
65626836,highway,turning_circle,regular
65626862,highway,turning_circle,regular
65626895,highway,turning_circle,regular
65627296,railway,level_crossing,regular
65627383,highway,turning_circle,regular
65627666,highway,turning_circle,regular
65627927,highway,turning_circle,regular
65628015,highway,turning_circle,regular
65628078,highway,traffic_signals,regular
65628102,highway,traffic_signals,regular
65628249,highway,turning_circle,regular
65628323,highway,turning_circle,regular
65628375,highway,traffic_signals,regular
65628394,highway,traffic_signals,regular
65628398,highway,traffic_signals,regular
65628404,highway,traffic_signals,regular
65628409,highway,traffic_signals,regular
65628413,highway,traffic_signals,regular
65628424,highway,traffic_signals,regular
65628632,highway,turning_circle,regular
65628633,highway,turning_circle,regular
65628637,highway,turning_circle,regular
65628648,highway,turning_circle,regular
65628704,highway,traffic_signals,regular
65628747,highway,turning_circle,regular
65629350,highway,turning_circle,regular
65629355,highway,turning_circle,regular
65629441,highway,turning_circle,regular
65629471,highway,traffic_signals,regular
65629482,highway,traffic_signals,regular
65629482,traffic_signals,signal,regular
65629484,source,Bing,regular
65629484,highway,traffic_signals,regular
65629574,highway,turning_circle,regular
65629720,railway,level_crossing,regular
65629847,foot,no,regular
65629847,horse,no,regular
65629847,access,no,regular
65629847,barrier,gate,regular
65629847,bicycle,no,regular
65629893,highway,turning_circle,regular
65630148,highway,turning_circle,regular
65630186,highway,turning_circle,regular
65630379,highway,stop,regular
65630658,highway,turning_circle,regular
65631013,highway,traffic_signals,regular
65631025,highway,traffic_signals,regular
65631211,highway,turning_circle,regular
65631373,highway,turning_circle,regular
65631738,highway,turning_circle,regular
65632065,highway,turning_circle,regular
65632289,highway,turning_circle,regular
65632349,source,Tiger2009,regular
65632349,STATEFP,06,regular
65632349,highway,turning_circle,regular
65632349,COUNTYFP,085,regular
65632349,Tiger:MTFCC,C3061,regular
65632361,highway,turning_circle,regular
65632379,highway,turning_circle,regular
65632720,highway,turning_circle,regular
65632814,highway,turning_circle,regular
65633110,highway,turning_circle,regular
65633136,highway,turning_circle,regular
65633219,highway,traffic_signals,regular
65633317,highway,traffic_signals,regular
65633329,highway,traffic_signals,regular
65633341,highway,traffic_signals,regular
65633343,highway,traffic_signals,regular
65633353,highway,traffic_signals,regular
65633396,highway,turning_circle,regular
65633416,highway,turning_circle,regular
65633489,highway,turning_circle,regular
65633501,highway,turning_circle,regular
65633602,highway,turning_circle,regular
65633715,highway,turning_circle,regular
65633884,highway,turning_circle,regular
65634015,source,Yahoo,regular
65634015,highway,turning_circle,regular
65634242,highway,turning_circle,regular
65634362,highway,turning_circle,regular
65634638,highway,turning_circle,regular
65634755,barrier,gate,regular
65634898,highway,turning_circle,regular
65635128,highway,turning_circle,regular
65635202,highway,turning_circle,regular
65635289,noexit,yes,regular
65635297,highway,turning_circle,regular
65635366,highway,turning_circle,regular
65635685,noexit,yes,regular
65635705,highway,traffic_signals,regular
65635782,highway,turning_circle,regular
65636126,highway,turning_circle,regular
65636476,highway,turning_circle,regular
65636861,highway,turning_circle,regular
65637091,highway,turning_circle,regular
65637227,highway,turning_circle,regular
65637646,highway,turning_circle,regular
65637649,highway,turning_circle,regular
65637693,highway,turning_circle,regular
65637700,highway,turning_circle,regular
65637830,highway,turning_circle,regular
65637840,highway,turning_circle,regular
65637847,highway,turning_circle,regular
65637853,highway,turning_circle,regular
65637876,highway,turning_circle,regular
65637925,highway,turning_circle,regular
65637971,highway,turning_circle,regular
65637976,highway,turning_circle,regular
65637988,highway,turning_circle,regular
65638204,highway,turning_circle,regular
65638241,highway,turning_circle,regular
65638258,highway,turning_circle,regular
65638539,highway,turning_circle,regular
65638763,highway,turning_circle,regular
65638768,highway,stop,regular
65638769,highway,turning_circle,regular
65638791,source,Yahoo,regular
65638791,highway,turning_circle,regular
65638818,highway,turning_circle,regular
65638829,highway,turning_circle,regular
65638830,highway,turning_circle,regular
65639284,highway,turning_circle,regular
65639321,highway,turning_circle,regular
65639778,highway,turning_circle,regular
65639799,source,Yahoo,regular
65639799,highway,turning_circle,regular
65640109,highway,turning_circle,regular
65640720,highway,turning_circle,regular
65640782,highway,turning_circle,regular
65640954,highway,turning_circle,regular
65640963,highway,turning_circle,regular
65641111,highway,turning_circle,regular
65641140,highway,turning_circle,regular
65641308,highway,turning_circle,regular
65641935,highway,turning_circle,regular
65642101,highway,turning_circle,regular
65642338,highway,turning_circle,regular
65642469,highway,turning_circle,regular
65642496,traffic_calming,hump,regular
65642655,highway,turning_circle,regular
65643024,highway,turning_circle,regular
65643114,highway,turning_circle,regular
65643263,highway,roundabout,regular
65643657,highway,turning_circle,regular
65643700,highway,turning_circle,regular
65643721,highway,turning_circle,regular
65643792,highway,turning_circle,regular
65643870,highway,turning_circle,regular
65643881,noexit,yes,regular
65643947,highway,turning_circle,regular
65644274,highway,turning_circle,regular
65644301,highway,turning_circle,regular
65644411,highway,turning_circle,regular
65644594,highway,turning_circle,regular
65644605,highway,turning_circle,regular
65644652,highway,turning_circle,regular
65644686,highway,turning_circle,regular
65644907,highway,turning_circle,regular
65645241,highway,turning_circle,regular
65645529,highway,turning_circle,regular
65645537,highway,turning_circle,regular
65645842,highway,turning_circle,regular
65646342,highway,turning_circle,regular
65646344,highway,turning_circle,regular
65646354,highway,turning_circle,regular
65646487,highway,turning_circle,regular
65646539,highway,traffic_signals,regular
65646587,highway,traffic_signals,regular
65646778,source,Bing,regular
65646778,highway,turning_circle,regular
65646834,highway,turning_circle,regular
65646891,highway,turning_circle,regular
65646925,highway,turning_circle,regular
65646975,highway,turning_circle,regular
65647111,highway,turning_circle,regular
65647128,highway,turning_circle,regular
65647716,highway,turning_circle,regular
65647912,highway,turning_circle,regular
65647917,highway,turning_circle,regular
65648627,highway,turning_circle,regular
65648747,highway,turning_circle,regular
65649370,highway,turning_circle,regular
65649374,highway,turning_circle,regular
65649727,source,Yahoo,regular
65649727,highway,turning_circle,regular
65649754,highway,turning_circle,regular
65649919,highway,turning_circle,regular
65650128,highway,turning_circle,regular
65650329,highway,turning_circle,regular
65650626,highway,turning_circle,regular
65650628,highway,turning_circle,regular
65650757,highway,turning_circle,regular
65651271,highway,turning_circle,regular
65651298,noexit,yes,regular
65651319,highway,turning_circle,regular
65651329,highway,turning_circle,regular
65651334,highway,turning_circle,regular
65651435,highway,turning_circle,regular
65651436,highway,turning_circle,regular
65651808,highway,turning_circle,regular
65651826,highway,turning_circle,regular
65652120,highway,turning_circle,regular
65652426,highway,turning_circle,regular
65653140,highway,turning_loop,regular
65653319,highway,turning_circle,regular
65653335,highway,turning_circle,regular
65653350,noexit,yes,regular
65653363,noexit,yes,regular
65653557,noexit,yes,regular
65653583,highway,turning_circle,regular
65653596,highway,turning_circle,regular
65653612,highway,turning_circle,regular
65654055,highway,turning_circle,regular
65654099,highway,turning_circle,regular
65654121,highway,turning_circle,regular
65654135,highway,turning_circle,regular
65654155,highway,turning_circle,regular
65654468,highway,turning_circle,regular
65654503,highway,turning_circle,regular
65654725,highway,turning_circle,regular
65654834,highway,turning_circle,regular
65654844,highway,turning_circle,regular
65655023,highway,turning_circle,regular
65655171,highway,turning_circle,regular
65655583,highway,turning_circle,regular
65655922,highway,turning_circle,regular
65656049,highway,traffic_signals,regular
65656060,highway,traffic_signals,regular
65656149,highway,turning_circle,regular
65656233,highway,turning_circle,regular
65656299,highway,turning_circle,regular
65656321,highway,turning_circle,regular
65656585,highway,turning_circle,regular
65656886,highway,turning_circle,regular
65657027,source,Yahoo,regular
65657027,highway,turning_circle,regular
65657028,source,Yahoo,regular
65657028,highway,turning_circle,regular
65657202,highway,turning_circle,regular
65657214,highway,turning_circle,regular
65657228,highway,crossing,regular
65657228,crossing,zebra,regular
65657308,source,Yahoo,regular
65657308,highway,turning_circle,regular
65657505,highway,turning_circle,regular
65657555,highway,turning_circle,regular
65657599,highway,turning_circle,regular
65657601,highway,turning_circle,regular
65657934,highway,turning_circle,regular
65657951,highway,turning_circle,regular
65657978,highway,turning_circle,regular
65658233,highway,turning_circle,regular
65658377,highway,turning_circle,regular
65658705,highway,turning_circle,regular
65658716,highway,turning_circle,regular
65658898,highway,turning_circle,regular
65658911,highway,turning_circle,regular
65659007,highway,turning_circle,regular
65659381,highway,traffic_signals,regular
65659799,highway,turning_circle,regular
65659860,highway,turning_circle,regular
65660063,highway,turning_circle,regular
65660419,highway,traffic_signals,regular
65660514,highway,turning_circle,regular
65660847,railway,level_crossing,regular
65660873,highway,turning_circle,regular
65660947,noexit,yes,regular
65660962,highway,turning_circle,regular
65661375,highway,turning_circle,regular
65661560,highway,turning_circle,regular
65661764,highway,turning_circle,regular
65661880,highway,turning_circle,regular
65661988,highway,turning_circle,regular
65662054,highway,turning_circle,regular
65662244,highway,turning_circle,regular
65662927,highway,turning_circle,regular
65663091,source,Yahoo,regular
65663091,highway,turning_circle,regular
65663195,highway,turning_circle,regular
65663217,highway,turning_circle,regular
65663246,highway,turning_circle,regular
65663412,noexit,yes,regular
65663464,noexit,yes,regular
65663529,highway,turning_circle,regular
65663598,highway,turning_circle,regular
65663712,highway,traffic_signals,regular
65663822,highway,turning_circle,regular
65663862,noexit,yes,regular
65664015,highway,turning_circle,regular
65664105,source,Yahoo,regular
65664105,highway,turning_circle,regular
65664124,highway,turning_circle,regular
65664202,highway,turning_circle,regular
65664243,source,Tiger2009,regular
65664243,STATEFP,06,regular
65664243,highway,turning_circle,regular
65664243,COUNTYFP,085,regular
65664243,Tiger:MTFCC,C3061,regular
65664741,highway,turning_circle,regular
65664854,highway,turning_circle,regular
65664863,highway,turning_circle,regular
65664914,highway,turning_circle,regular
65664922,highway,turning_circle,regular
65665001,source,Bing,regular
65665001,highway,turning_circle,regular
65665051,highway,turning_circle,regular
65665435,highway,turning_circle,regular
65665613,highway,turning_circle,regular
65665617,highway,turning_circle,regular
65665673,highway,turning_circle,regular
65665943,highway,traffic_signals,regular
65666247,highway,turning_circle,regular
65666277,barrier,gate,regular
65666515,highway,turning_circle,regular
65666591,highway,turning_circle,regular
65666726,highway,turning_circle,regular
65667125,highway,turning_circle,regular
65667131,highway,turning_circle,regular
65667136,highway,traffic_signals,regular
65667471,highway,turning_circle,regular
65667894,highway,turning_circle,regular
65668126,highway,turning_circle,regular
65668176,highway,turning_circle,regular
65668199,highway,turning_circle,regular
65668368,highway,turning_circle,regular
65668456,highway,turning_circle,regular
65668489,highway,turning_circle,regular
65668538,highway,turning_circle,regular
65668566,highway,turning_circle,regular
65668576,highway,turning_circle,regular
65668693,highway,turning_circle,regular
65668813,highway,turning_circle,regular
65669003,highway,turning_circle,regular
65669050,highway,turning_circle,regular
65669081,noexit,yes,regular
65669111,highway,turning_circle,regular
65669319,highway,turning_circle,regular
65669799,noexit,yes,regular
65669958,highway,turning_circle,regular
65671026,highway,turning_circle,regular
65671082,highway,turning_circle,regular
65671651,noexit,yes,regular
65671655,highway,turning_circle,regular
65671746,highway,turning_circle,regular
65671799,highway,turning_circle,regular
65671812,highway,turning_circle,regular
65672061,highway,turning_circle,regular
65672357,highway,turning_circle,regular
65672364,highway,stop,regular
65672596,highway,turning_circle,regular
65672822,highway,turning_circle,regular
65672881,highway,turning_circle,regular
65673016,noexit,yes,regular
65673757,highway,turning_circle,regular
65673780,highway,turning_circle,regular
65673853,highway,turning_circle,regular
65674054,noexit,yes,regular
65674078,highway,turning_circle,regular
65674125,highway,turning_circle,regular
65674174,highway,turning_circle,regular
65674511,highway,turning_circle,regular
65674578,highway,turning_circle,regular
65674649,highway,turning_circle,regular
65674655,highway,turning_circle,regular
65674864,highway,turning_circle,regular
65675381,highway,turning_circle,regular
65675646,highway,turning_circle,regular
65675683,highway,turning_circle,regular
65675752,highway,turning_circle,regular
65675777,noexit,yes,regular
65675800,highway,turning_circle,regular
65675841,highway,turning_circle,regular
65675972,highway,turning_circle,regular
65676053,highway,turning_circle,regular
65676093,highway,turning_circle,regular
65676138,highway,turning_circle,regular
65676389,highway,turning_circle,regular
65676494,highway,turning_circle,regular
65676869,highway,turning_circle,regular
65677013,highway,turning_circle,regular
65677103,highway,turning_circle,regular
65677277,highway,turning_circle,regular
65677654,highway,turning_circle,regular
65677684,source,Yahoo,regular
65677684,highway,turning_circle,regular
65677698,highway,turning_circle,regular
65677773,highway,turning_circle,regular
65677842,highway,turning_circle,regular
65678110,highway,turning_circle,regular
65678130,highway,turning_circle,regular
65678222,highway,turning_circle,regular
65678480,highway,turning_circle,regular
65678611,highway,turning_circle,regular
65678631,highway,turning_circle,regular
65678640,highway,turning_circle,regular
65678713,railway,level_crossing,regular
65678734,highway,traffic_signals,regular
65678789,highway,turning_circle,regular
65678878,highway,turning_circle,regular
65678884,highway,turning_circle,regular
65679149,highway,turning_circle,regular
65679336,highway,turning_circle,regular
65679383,highway,turning_circle,regular
65679497,highway,turning_circle,regular
65679503,highway,turning_circle,regular
65679626,highway,turning_circle,regular
65679863,highway,turning_circle,regular
65680100,highway,turning_circle,regular
65680190,highway,turning_circle,regular
65680336,highway,turning_circle,regular
65680342,highway,turning_circle,regular
65680396,highway,turning_circle,regular
65680398,highway,turning_circle,regular
65680403,highway,turning_circle,regular
65680799,highway,turning_circle,regular
65681010,highway,turning_circle,regular
65681014,highway,turning_circle,regular
65681117,noexit,yes,regular
65681356,highway,turning_circle,regular
65681399,barrier,gate,regular
65681454,noexit,yes,regular
65681458,highway,turning_circle,regular
65681546,highway,turning_circle,regular
65681548,highway,turning_circle,regular
65681766,highway,turning_circle,regular
65681828,highway,turning_circle,regular
65681889,highway,turning_circle,regular
65681987,highway,turning_circle,regular
65682257,highway,turning_circle,regular
65682324,highway,turning_circle,regular
65682376,noexit,yes,regular
65682399,highway,turning_circle,regular
65682416,highway,turning_circle,regular
65682460,highway,turning_circle,regular
65682921,highway,turning_circle,regular
65683096,barrier,gate,regular
65683113,highway,turning_circle,regular
65683158,highway,turning_circle,regular
65683175,highway,turning_circle,regular
65683236,highway,turning_circle,regular
65683602,highway,turning_circle,regular
65683739,highway,turning_circle,regular
65683842,highway,turning_circle,regular
65683948,highway,turning_circle,regular
65683955,highway,turning_circle,regular
65684306,highway,turning_circle,regular
65684617,highway,turning_circle,regular
65684685,highway,turning_circle,regular
75525855,highway,turning_circle,regular
123969081,name,Campbell,regular
123969081,is_in,"Santa Clara,California,Calif.,CA,USA",regular
123969081,place,town,regular
123969081,wikidata,Q988721,regular
123969081,population,39349,regular
123969081,country,USA,is_in
123969081,continent,North America,is_in
123969108,created_by,JOSM,regular
123969114,created_by,JOSM,regular
123969119,created_by,JOSM,regular
123969124,created_by,JOSM,regular
123969129,created_by,JOSM,regular
123969135,created_by,JOSM,regular
123969140,created_by,JOSM,regular
123969145,created_by,JOSM,regular
123969154,created_by,JOSM,regular
123969161,created_by,JOSM,regular
123969167,created_by,JOSM,regular
123969171,created_by,JOSM,regular
123969178,created_by,JOSM,regular
123969185,created_by,JOSM,regular
123969202,created_by,JOSM,regular
123969210,created_by,JOSM,regular
123969216,created_by,JOSM,regular
123969220,created_by,JOSM,regular
123969226,created_by,JOSM,regular
123969236,created_by,JOSM,regular
123969245,created_by,JOSM,regular
150932344,ele,133,regular
150932344,name,Austin,regular
150932344,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150932344,place,hamlet,regular
150932344,id,1670805,gnis
150932344,gnis:Class,Populated Place,regular
150932344,gnis:County,Santa Clara,regular
150932344,gnis:ST_num,06,regular
150932344,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150932344,gnis:ST_alpha,CA,regular
150932344,gnis:County_num,085,regular
150933834,ele,157,regular
150933834,name,Monte Sereno,regular
150933834,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150933834,place,village,regular
150933834,id,277610,gnis
150933834,gnis:Class,Populated Place,regular
150933834,population,3533,regular
150933834,gnis:County,Santa Clara,regular
150933834,gnis:ST_num,06,regular
150933834,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150933834,gnis:ST_alpha,CA,regular
150933834,gnis:County_num,085,regular
150933834,population,3533;2006,census
150935533,ele,73,regular
150935533,name,Cambrian Park,regular
150935533,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150935533,place,hamlet,regular
150935533,id,1658197,gnis
150935533,gnis:Class,Populated Place,regular
150935533,gnis:County,Santa Clara,regular
150935533,gnis:ST_num,06,regular
150935533,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150935533,gnis:ST_alpha,CA,regular
150935533,gnis:County_num,085,regular
150944945,ele,114,regular
150944945,name,Shannon,regular
150944945,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150944945,place,hamlet,regular
150944945,id,1670821,gnis
150944945,gnis:Class,Populated Place,regular
150944945,gnis:County,Santa Clara,regular
150944945,gnis:ST_num,06,regular
150944945,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150944945,gnis:ST_alpha,CA,regular
150944945,gnis:County_num,085,regular
150946724,ele,36,regular
150946724,gnis:Class,Populated Place,regular
150946724,gnis:County,Santa Clara,regular
150946724,gnis:County_num,085,regular
150946724,id,1660183,gnis
150946724,gnis:ST_alpha,CA,regular
150946724,gnis:ST_num,06,regular
150946724,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150946724,is_in,"San José,California,Calif.,CA,USA",regular
150946724,name,Willow Glen,regular
150946724,place,suburb,regular
150946724,wikidata,Q14684269,regular
150946724,wikipedia,"en:Willow Glen, San Jose, California",regular
150947890,ele,125,regular
150947890,name,Saratoga,regular
150947890,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150947890,place,town,regular
150947890,id,1656315,gnis
150947890,wikidata,Q927163,regular
150947890,gnis:Class,Populated Place,regular
150947890,population,30045,regular
150947890,gnis:County,Santa Clara,regular
150947890,gnis:ST_num,06,regular
150947890,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150947890,gnis:ST_alpha,CA,regular
150947890,gnis:County_num,085,regular
150947890,population,30045;2006,census
150951857,ele,105,regular
150951857,name,Los Gatos,regular
150951857,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150951857,place,town,regular
150951857,id,1659017,gnis
150951857,wikidata,Q747509,regular
150951857,gnis:Class,Populated Place,regular
150951857,population,28366,regular
150951857,gnis:County,Santa Clara,regular
150951857,gnis:ST_num,06,regular
150951857,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150951857,gnis:ST_alpha,CA,regular
150951857,gnis:County_num,085,regular
150951857,population,28366;2006,census
150952331,ele,86,regular
150952331,name,Vasona Junction,regular
150952331,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150952331,place,hamlet,regular
150952331,id,1660093,gnis
150952331,gnis:Class,Populated Place,regular
150952331,gnis:County,Santa Clara,regular
150952331,gnis:ST_num,06,regular
150952331,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150952331,gnis:ST_alpha,CA,regular
150952331,gnis:County_num,085,regular
150960531,ele,44,regular
150960531,name,Fruitdale,regular
150960531,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150960531,place,hamlet,regular
150960531,id,1877235,gnis
150960531,gnis:Class,Populated Place,regular
150960531,gnis:County,Santa Clara,regular
150960531,gnis:ST_num,06,regular
150960531,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150960531,gnis:ST_alpha,CA,regular
150960531,gnis:County_num,085,regular
150964416,ele,53,regular
150964416,name,Robertsville,regular
150964416,is_in,"Santa Clara,California,Calif.,CA,USA",regular
150964416,place,hamlet,regular
150964416,id,252781,gnis
150964416,gnis:Class,Populated Place,regular
150964416,gnis:County,Santa Clara,regular
150964416,gnis:ST_num,06,regular
150964416,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150964416,gnis:ST_alpha,CA,regular
150964416,gnis:County_num,085,regular
150965270,ele,37,regular
150965270,gnis:Class,Populated Place,regular
150965270,gnis:County,Santa Clara,regular
150965270,gnis:County_num,085,regular
150965270,id,1853379,gnis
150965270,gnis:ST_alpha,CA,regular
150965270,gnis:ST_num,06,regular
150965270,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
